企业名称,注册资本,企业地址
江阴市云亭宏春日用品店,1万元人民币,江阴市云亭街道云亭村金家村68号
江苏泓福源科技有限公司,1000万元人民币,无锡市滨湖区隐秀路811-1009
江阴市祝塘惠娟花圈店,0.2万元人民币,江阴市祝塘综合市场内
无锡市坊前连旺建材装璜商店,0.1万元人民币,无锡市新吴区江溪街道坊前坊前路91号
宜兴市金年华实业有限公司,1000万元人民币,宜兴市新街街道铜峰村软件大厦二期4楼13层1317号
江阴市申港文震五金商店,8万元人民币,江阴市临港街道申兴村西街610号
江苏乾瑞建筑装饰工程有限公司,1000万元人民币,江阴市永康五金城五金中路62-64号
江阴市利港兴财五金商行,5万元人民币,江阴市临港街道东方金港275号
无锡盛唐建材商行,20万元人民币,无锡市锡沪中路383号B区7-9号
江阴市云亭利安日用品店,10万元人民币,江阴市云亭街道定山村蒋家村39号
江阴市云亭紫霞日用品店,1万元人民币,江阴市云亭街道云亭村大园里86号
江阴市云亭美芬日用品店,5万元人民币,江阴市云亭街道环南路27号
江阴正天企业策划管理顾问有限公司,100万元人民币,江阴市青山路76号501
无锡辉腾品味装饰工程有限公司,100万元人民币,无锡市北塘区黄巷镇孙巷108号
江阴市申港亚亚医疗器械经营部,1万元人民币,江阴市镇澄路1240号
江阴恒辉系统集成有限公司,500万元人民币,江阴市朝阳路248弄45-47号
江苏澄欣计量技术有限公司,1000万元人民币,江阴市澄江街道青年广场17号1805
宜兴市嘉丽装饰有限公司,50万元人民币,宜兴市和桥镇楝聚村
无锡芊乐日用品有限公司,50万元人民币,无锡市滨湖区周新苑280
无锡市康健美药房有限公司,5万元人民币,无锡市锡山经济技术开发区云林路201号(云林商贸城二楼)
江阴市澄北新天地美容美发用品店,1万元人民币,江阴市虹桥北路111号
江阴市修德大药房有限公司,20万元人民币,江阴市华士镇华西村塔群公寓3单元106号
圣华盾防护科技股份有限公司,8000万元人民币,江阴市顾山镇锡张路180号
无锡市恋空商贸有限公司,50万元人民币,无锡市会岸路88-77-72
宜兴市邦克装潢有限公司,50万元人民币,宜兴市徐舍镇宜丰村
无锡草谷归元健康信息咨询有限公司,10万元人民币,无锡市人民西路25号1810室
江阴市秸荣国际贸易有限公司,50万元人民币,江阴市顾山镇锡张路268号A幢205-12号
滨湖区容艳美容美发用品商行,1万元人民币,无锡市滨湖区雪浪街道兴隆街7#
惠山区钱桥财智建材经营部,100万元人民币,无锡市惠山区钱桥盛岸西路668号五洲红星美凯龙一楼A8052、8056、8057
江阴市利港康福来药店有限公司,10万元人民币,江阴市临港街道利南街6号
无锡芊荟日用品有限公司,50万元人民币,无锡市广瑞路780-2222
江阴市暨阳医药商店有限公司,50万元人民币,江阴市暨阳路152-154号
无锡圣域藏珍商贸有限公司,10万元人民币,无锡市广益路291-1506
无锡市诚卓建筑装饰工程有限公司,50万元人民币,无锡市滨湖区天竺花园81-9
无锡台嘉电子科技有限公司,51万元人民币,无锡市塔影二村29号-43
宜兴市炫雅阁商贸有限公司,20万元人民币,宜兴市丁蜀镇兰山村
无锡新思维家居商贸有限公司,50万元人民币,无锡市梁溪区锡沪路199号无锡月星家居广场A022
崇安区华东商贸城节发五金经营部,5万元人民币,无锡市华东商贸城10398号
宜兴市亿网互通电子商务有限公司,50万元人民币,宜兴市宜城街道谈红路88号中星湖滨城B区202幢451号1802室(住宅)
宜兴市银丰药店有限公司,10万元人民币,宜兴市丁蜀镇洑东村东山嘴友谊路22号
无锡市荣茂五金有限公司,50万元人民币,无锡市惠山区惠山大道9号赛格电子市场1A083(地铁西漳站区)
江阴市誉耀机械有限公司,10万元人民币,江阴市周庄镇世纪大道南段780号
江阴市富华大药房有限公司,3万元人民币,江阴市华士镇人民路53号
江阴欧飞电子商务有限公司,50万元人民币,江阴市滨江西路398号A-119
江阴市康源药店有限公司,50万元人民币,江阴市临港街道利中街236-1号
无锡云格医疗器械有限公司,20万元人民币,无锡市滨湖区马山梅梁路138号
惠山区堰桥金刚建材经营部,5万元人民币,无锡市惠山区堰桥锡澄南路10号
崇安区博云品皓建材商行,,无锡市锡沪路280号(无锡华厦家居港建材市场有限公司二楼B220号)
无锡海曼迪商贸有限公司,50万元人民币,无锡市梁溪区工艺路9-1-106
无锡新超润电子科技有限公司,50万元人民币,无锡市锡山经济开发区厚桥街道中心路110号
无锡市东亭御草堂大药房有限公司,50万元人民币,无锡市锡山经济技术开发区春笋中路120-65、66号
崇安区广瑞街道娜奕斯卫浴经营部,50万元人民币,无锡市锡沪中路55号(1010)
江阴市明硕五金商贸有限公司,100万元人民币,江阴市云亭街道云新路142号
无锡市新区大众机电物资有限公司红旗分公司,,无锡市新区旺庄陆巷村大尤巷70号
江阴市食汇阿新大药房有限公司,50万元人民币,江阴市云亭街道银桂路90号
无锡市新区鸿山镇亮晶晶厨卫用品商店,15万元人民币,无锡市新区鸿山镇鸿山经锦苑6号
江阴市润元大药房有限公司,3万元人民币,江阴市华士镇澄鹿路132号
宜兴河宜丝网贸易有限公司,108万元人民币,宜兴市宜城街道五金机电城一区8200号
天脉文化传媒无锡有限公司,1000万元人民币,无锡市新吴区震泽路18号无锡软件园金牛座C栋401
江阴市利港水暖总汇,0.2万元人民币,江阴市利港镇西利路159-1号
无锡徽腾建筑工程有限公司,500万元人民币,无锡市锡山区东亭街道庄桥路21号
宜兴市祺捷运商贸有限公司,500万元人民币,宜兴市宜城街道东山二村29-1#、2#店面
无锡市源福建材商行,1.5万元人民币,无锡市锡沪中路383号(D2-2)
新吴区佰尚佳日用品商行,,无锡招商城B2-083-086#
无锡市明波建材经营部,4万元人民币,无锡市锡沪中路383号G区6
无锡市益尔康物资有限公司,502万元人民币,宜兴市宜城街道巷头西路化工市场23幢
无锡华匠建筑装饰工程有限公司,500万元人民币,无锡市惠山区钱桥晓丰社区
崇安区靓淑美容院,5万元人民币,无锡市中山路198A-1702
江阴新河建设工程有限公司,500万元人民币,江阴市澄山路友谊桥56号
无锡柏特木业有限公司,500万元人民币,江阴市澄江街道谢园村小缪家村80号
江阴市顺强环保科技有限公司,500万元人民币,江阴市南外环路698号
无锡骏德商贸有限公司,500万元人民币,无锡市会岸路1-1
新区冷新度百货超市,0.1万元人民币,无锡市新区江溪街道坊前新丰苑8号
江阴市南闸梦想屋家居生活馆,15万元人民币,江阴市南闸街道南新街38号
无锡卡迪尼科技有限公司,500万元人民币,宜兴市高塍镇胥井村新庄路60号
江阴市杰佳机电科技有限公司,500万元人民币,江阴市璜土镇利城村后区里1号
江阴市首开电子贸易有限公司,500万元人民币,江阴市环城南路133-137号(金东方电脑城133号)
崇安区瓷语建材经营部,5万元人民币,无锡市江海东路523号(无锡市广益装饰名品城第E001号)
无锡金铭尊贸易发展有限公司,500万元人民币,无锡市红星路288号
宜兴佳林建筑装饰工程有限公司,508万元人民币,宜兴市宜城街道荆邑山庄55幢9号
江阴市要塞晓婉化妆品店,5万元人民币,江阴市人民东路977号(东路吉麦隆超市)
无锡爱格尔机电科技有限公司,500万元人民币,无锡市梁溪区人民东路7号1211房
江苏华夏检验股份有限公司江阴分公司,,江阴市长江路169号404
新吴区朱贤忠公共设施管理服务部,2万元人民币,无锡市新吴区金城东路299号五洲国际工业博览城第一五金馆4228号
江阴市云亭玲华日用品店,1万元人民币,江阴市云亭街道金家村40号
江阴市利港太众服装超市,5万元人民币,江阴市临港新城利港利南街96号
无锡市恒荣建设工程有限公司,4200万元人民币,无锡市汤巷29-104
崇安区鑫迈橱柜商行,10万元人民币,无锡市锡沪中路383号A区96-97
江阴市要塞帝都发艺工作室,1万元人民币,江阴市永安四村12幢15号车库
江阴市西石桥陈涛化妆品店,5万元人民币,江阴市利港街道公平路61号
江阴市云亭玉彬特价超市,20万元人民币,江阴市云亭街道太平路218号
江阴市要塞万人迷化妆品商行,5万元人民币,江阴市河北街333号
江阴市云亭晓清日用品商店,1万元人民币,江阴市云亭街道云顾路50号
江苏嘉伦光彩大药房有限公司江阴南闸煦福堂大药房,,江阴市南街111、113号
江阴市云亭贵忠日用品店,1万元人民币,江阴市云亭街道云亭村金家村67号
江阴市云亭淼淼化妆品店,,江阴市云亭街道建设路6号
无锡知诺信息技术有限公司,30万元人民币,无锡市滨湖区住友家园13-8
崇安区高特建材商行,5万元人民币,无锡市锡沪路280号（无锡华厦家居港建材市场有限公司二楼B226号）
无锡宜居联盟文化传媒有限公司,50万元人民币,无锡市永定巷1-2003
江阴市金三角广益建材经营部,,江阴市南闸街道金三角广场80、81号(C区232号)
江阴市申港伟盛装饰装潢部,1万元人民币,江阴市临港街道申裕街185号
江阴市云亭忠洪日用品店,1万元人民币,江阴市云亭街道金家村68号
江阴市夏港桔色成人日用品店,30万元人民币,江阴市夏港街道普惠北路272号
江阴市吉买盛超市有限公司,100万元人民币,江阴市绮山路292号
江阴市文林娟娟日用品店,1万元人民币,江阴市祝塘镇文林河东湾19号
江阴市利港千优装饰材料店,5万元人民币,江阴市临港街道兴港路318号
无锡创曜科技有限公司,50万元人民币,无锡市南长区南湖大道588号奕淳大厦209室
梁溪区文康正贤建材经营部,5万元人民币,无锡市锡沪路280号华厦家居港建材市场B015
江阴市云亭丽健日化店,3万元人民币,江阴市云亭街道卢家村157号
滨湖区必清建材商行,40万元人民币,无锡市滨湖区太湖街道五湖大道116号
无锡市摩斯装饰装潢有限公司,50万元人民币,宜兴市和桥镇西横街北48号
梁溪区天长欣装饰材料经营部,5万元人民币,无锡市锡沪路280号(华厦家居港建材市场二楼B057号)
崇安区广瑞街道朗瑞建材经营部,50万元人民币,无锡市锡沪中路55号(1026)
江苏嘉伦光彩大药房有限公司无锡澜山分公司,,无锡市滨湖区蠡湖大道2108-840
江苏嘉伦光彩大药房有限公司江阴大桥药店,,江阴市黄山路31号4-5
江阴凯尔达环保科技有限公司,500万元人民币,江阴市璜土镇石庄兴隆路1号
江阴市西石桥酷炫饰品店,5万元人民币,江阴市临港街道西石桥人民路102号
江阴市云亭绿城养生馆,2万元人民币,江阴市云亭街道云亭大街135号
江阴市利港韵宜生日用品商行,5万元人民币,江阴市临港街道兴港路63号
江阴市澄江朵缦美容店,20万元人民币,江阴市益健路30号
江苏扬建集团有限公司无锡分公司,,无锡市滨湖区湖滨路99号六楼
江阴万色明创电子商务有限公司,500万元人民币,江阴市果园路18号9幢二层208号
江苏嘉伦光彩大药房有限公司江阴陶城大药房,,江阴市周庄镇陶城村城头上130号
江阴市靓居建材商行,30万元人民币,江阴市南闸街道金三角广场80、81号(D区1号)
无锡旺盛医药连锁有限公司世仁堂药店,,无锡市锡山区安镇街道水岸佳苑盛丰街60、62号1层
江阴市利港明宏日用品商行,5万元人民币,江阴市临港街道兴港路63号
江阴市云亭五行养生馆,3万元人民币,江阴市云亭街道云顾路80-10号
江阴市徐霞客雅宜家居用品店,3万元人民币,江阴市徐霞客镇璜塘金都街35号
江阴市要塞鑫澄建材五金装璜商店,2万元人民币,江阴市延陵路431、433号
崇安区广瑞街道博斌建材商行,30万元人民币,无锡市锡沪中路55号（1043）
无锡市金发水暖器材经营部,3万元人民币,无锡市金桥商贸城1306号
新区新安炫烂生活服饰店,1万元人民币,无锡市新区新安花苑副邻里中心160-1号
无锡伊尔姆智能科技有限公司,300万元人民币,无锡蠡园开发区标准厂房A1第三层西侧
崇安区金盈陶瓷制品经营部,5万元人民币,无锡市广益装饰名品城有限公司F133-134、F139-142号
宜兴经济技术开发区菲尼迪卫浴经营部,20万元人民币,宜兴经济技术开发区阳泉西路188号红星美凯龙国际家居生活广场B8121、B8116-1
